source,title,description,content,publishedAt,url,leaning,country_of_origin,sentiment_label,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,cluster,cluster_label,clean_text,summary
associated-press,Trump says one of the two West Virginia National Guard members shot by Afghan national has died,"President Donald Trump said that one of the two West Virginia National Guard members shot by an Afghan national near the White House had died, calling the shooter who had worked with the CIA in his native country a “savage…","WEST PALM BEACH, Florida President Donald Trump said that one of the two West Virginia National Guard members shot by an Afghan national near the White House had died, calling the shooter who had wor… [+9701 chars]",2025-11-28T00:30:00Z,https://apnews.com/article/national-guard-shooting-white-house-afghan-national-138fbe6872d7ac30b20973783b39002c,Center,USA,Negative,-0.802,0.0,0.118,0.882,4,Topic_4,west palm beach florida president donald trump said one two west virginia national guard members shot afghan national near white house died calling shooter wor chars,
associated-press,Canada plans Pacific pipeline to export oil beyond the US,"Canadian Prime Minister Mark Carney and the premier of Canada’s oil rich province of Alberta have agreed to work toward building a pipeline to the Pacific Coast to diversify the country’s oil exports beyond the United States, in a move that has caused turmoil…",TORONTO (AP) Canadian Prime Minister Mark Carney and the premier of Canadas oil rich province of Alberta agreed Thursday to work toward building a pipeline to the Pacific Coast to diversify the count… [+3833 chars],2025-11-27T18:51:31Z,https://apnews.com/article/canada-oil-pipeline-alberta-oil-british-columbia-carney-bdbd13b337ee12a34a708af0ea63da97,Center,USA,Positive,0.8176,0.148,0.0,0.852,2,Topic_2,toronto canadian prime minister mark carney premier canadas oil rich province alberta agreed thursday work toward building pipeline pacific coast diversify count chars,
associated-press,Black Friday: What time do stores open?,"Black Friday has become something of an anachronism in the e-commerce era. The day after Thanksgiving marks the official start of the holiday shopping season, but retailers already have spent weeks flooding their websites and customers’ email inboxes with ear…","Black Friday has become something of an anachronism in the e-commerce era. The day after Thanksgiving marks the official start of the holiday shopping season, but retailers already have spent weeks f… [+1865 chars]",2025-11-27T18:00:41Z,https://apnews.com/article/black-friday-cyber-monday-holiday-christmas-d22ad6679c6aa5cd4f0764a2019611f4,Center,USA,Positive,0.2144,0.039,0.0,0.961,3,Topic_3,black friday become something anachronism ecommerce era day thanksgiving marks official start holiday shopping season retailers already spent weeks chars,
associated-press,Official says people movers still integral to Dulles Airport despite recent crashes,"People movers will continue darting across Dulles International Airport for years to come, despite recent incidents that have revived safety questions for passengers who use them.","FILE - A sign of Washington Dulles International Airport station is seen during the opening of new Silver Line Extension at Washington Dulles International Airport, in Chantilly, Va., Nov. 15, 2022.",2025-11-27T14:00:00Z,https://apnews.com/6971334ccc77bdd2ea56c292f0390712,Center,USA,Positive,0.4215,0.07,0.0,0.93,2,Topic_2,file sign washington dulles international airport station seen opening new silver line extension washington dulles international airport chantilly nov,
associated-press,"As Thanksgiving nears, a look at the history of wild turkey trades","Swapping turkeys for other animals was once a key part of North America's wildlife conservation efforts. The wild turkey population dwindled to a few thousand in the late 1800s but has since grown to about 7 million across 49 states, plus more in Canada and M…","CONCORD, N.H. (AP) No one wants a weasel on their Thanksgiving table, but swapping turkeys for other animals was once surprisingly common.
Trading turkeys for wildlife management, not dinner was a k… [+3121 chars]",2025-11-27T12:25:37Z,https://apnews.com/article/turkey-thanksgiving-wildlife-conservation-3af8b721e067198785b09e26f5de4515,Center,USA,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,concord one wants weasel thanksgiving table swapping turkeys animals surprisingly common trading turkeys wildlife management dinner chars,
associated-press,Trump says lax migration policies are top national security threat after National Guard members shot,President Donald Trump says Wednesday's attack on two National Guard members near the White House highlights the dangers of lax migration policies. He calls it the greatest national security threat. Trump says the suspect is an Afghan national who entered…,"President Donald Trump leans in to hear a question as he speaks with reporters while in flight on Air Force One from Joint Base Andrews to his Mar-a-Lago estate in Palm Beach, Fla., Tuesday, Nov. 25,… [+5 chars]",2025-11-27T05:02:00Z,https://apnews.com/article/trump-national-guard-washington-shooting-6548fbcba4b6efce59a38eeed32b4865,Center,USA,Negative,-0.6705,0.15,0.212,0.638,4,Topic_4,president donald trump leans hear question speaks reporters flight air force one joint base andrews maralago estate palm beach fla tuesday nov chars,
associated-press,Thousands protest Bulgaria budget,Thousands have protested in the streets of Bulgaria’s capital to denounce steep tax increases in next year’s draft budget before its final vote in parliament. The opposition coalition We Continue the Change – Democratic Bulgaria organized the rally Wednesday …,"SOFIA, Bulgaria (AP) Thousands took to the streets of Sofia, Bulgarias capital, Wednesday to denounce steep tax increases in next years draft budget before its final vote in parliament.
The oppositi… [+1078 chars]",2025-11-27T03:51:00Z,https://apnews.com/article/bulgaria-budget-protest-97965b7e78db4428e2259bfef6bbbcfa,Center,USA,Negative,-0.5994,0.0,0.131,0.869,2,Topic_2,sofia bulgaria thousands took streets sofia bulgarias capital wednesday denounce steep tax increases next years draft budget final vote parliament oppositi chars,
associated-press,LSU confirms Kelly was fired 'without cause' and is owed his full $54 million buyout,"Former LSU coach Brian Kelly has received a letter from LSU confirming that he was fired without cause and is owed his full $54 million buyout. The letter, obtained by The Associated Press and dated Nov. 26, clears the way for Kelly to withdraw a Nov. 10 laws…","Former LSU coach Brian Kelly received a letter from LSU on Wednesday confirming that he was fired without cause and is owed liquidated damages as required under his contract of about $54 million. 
T… [+3549 chars]",2025-11-27T02:29:38Z,https://apnews.com/article/lsu-brian-kelly-df163a5f06bf68e5712e3153675a1175,Center,USA,Negative,-0.7845,0.02,0.108,0.872,2,Topic_2,former lsu coach brian kelly received letter lsu wednesday confirming fired without cause owed liquidated damages required contract million chars,
associated-press,"Update: Two National Guard soldiers shot near White House in critical condition, DC mayor and FBI director say","West Virginia’s governor initially said the troops had died, but later walked back the statement to say his office was “receiving conflicting reports” about their condition.","Streets are blocked after reports of two National Guard soldiers were shot near the White House in Washington, Wednesday, Nov. 26, 2025. (AP Photo/Evan Vucci)",2025-11-26T22:00:00Z,https://apnews.com/article/national-guard-shooting-dc-c5785dd8920d2d1ac7d71fab769faf5f,Center,USA,Negative,-0.7579,0.0,0.155,0.845,4,Topic_4,streets blocked reports two national guard soldiers shot near white house washington wednesday nov photoevan vucci,
associated-press,Shein faces European Union scrutiny over child safety and illegal products,European Union regulators are increasing scrutiny of Shein's safety measures after French authorities found illegal weapons and child-like sex dolls on the company's website. The European Commission said Tuesday it is using the 27-nation bloc's digital rulebo…,LONDON (AP) European Union regulators are stepping up scrutiny of Sheins safety measures after French authorities found illegal weapons and child-like sex dolls on the fast-fashion companys website. … [+1517 chars],2025-11-26T20:48:24Z,https://apnews.com/article/shein-ecommerce-europe-eu-online-safety-9ddbf257bc3f14612c57c0ff81fd318a,Center,USA,Negative,-0.6705,0.095,0.172,0.733,2,Topic_2,london european union regulators stepping scrutiny sheins safety measures french authorities found illegal weapons childlike sex dolls fastfashion companys website chars,
bbc-news,01/12/2025 17:01 GMT,The latest five minute news bulletin from BBC World Service.,The latest five minute news bulletin from BBC World Service.,2025-12-01T17:06:00Z,https://www.bbc.co.uk/programmes/w172zwx057f5p0g,Center,UK,Neutral,0.0,0.0,0.0,1.0,1,Topic_1,latest five minute news bulletin bbc world service,
